index,brand,model,mileage,price_range,link
2434.,MG,MG6 Sedan 4dr X DCT 6sp FWD 1.8iTCI-201507,"2,079","205,000 - 240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-sedan-4dr-x-dct-6sp-fwd-1-8itci-201507-automatic
2435.,MG,MG6 Sedan 4dr X DCT 6sp FWD 1.8iTCI (Sunroof)-201507,"2,144","215,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-mg6-sedan-4dr-x-dct-6sp-fwd-1-8itci-sunroof-201507-automatic
2436.,MG,V80 Van 4dr 11st Auto 6sp FWD 2.5DCT (CBU)-201803,"6,307","500,000 - 640,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-v80-van-4dr-11st-auto-6sp-fwd-2-5dct-cbu-201803-automatic
2437.,MG,V80 Van 4dr 11st Man 6sp FWD 2.5DCT (CBU)-201803,"5,896","465,000 - 600,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-v80-van-4dr-11st-man-6sp-fwd-2-5dct-cbu-201803-manual
2438.,MG,VS HEV Wagon 4dr D E-CVT FWD 1.5 (Hybrid)-202208,"5,725","475,000 - 480,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-vs-hev-wagon-4dr-d-e-cvt-fwd-1-5-hybrid-202208-automatic
2439.,MG,VS HEV Wagon 4dr D Two Tone E-CVT FWD 1.5 (Hybrid)-202208,"6,449","535,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-vs-hev-wagon-4dr-d-two-tone-e-cvt-fwd-1-5-hybrid-202208-automatic
2440.,MG,VS HEV Wagon 4dr X E-CVT FWD 1.5 (Hybrid)-202208,"6,449","535,000 - 540,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-vs-hev-wagon-4dr-x-e-cvt-fwd-1-5-hybrid-202208-automatic
2441.,MG,VS HEV Wagon 4dr X Two Tone E-CVT FWD 1.5 (Hybrid)-202208,"6,087","505,000 - 540,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-vs-hev-wagon-4dr-x-two-tone-e-cvt-fwd-1-5-hybrid-202208-automatic
2442.,MG,ZS Wagon 4dr C Auto 4sp FWD 1.5i-201711,"3,487","275,000 - 445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-c-auto-4sp-fwd-1-5i-201711-automatic
2443.,MG,ZS Wagon 4dr C+ CVT 8sp FWD 1.5i-202003,"4,520","375,000 - 445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-c-cvt-8sp-fwd-1-5i-202003-automatic
2444.,MG,ZS Wagon 4dr C+ CVT 8sp FWD 1.5i-202210,"5,484","455,000 - 475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-c-cvt-8sp-fwd-1-5i-202210-automatic
2445.,MG,ZS Wagon 4dr D Auto 4sp FWD 1.5i-201711,"3,740","295,000 - 470,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-d-auto-4sp-fwd-1-5i-201711-automatic
2446.,MG,ZS Wagon 4dr D+ CVT 8sp FWD 1.5i-202003,"4,701","390,000 - 450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-d-cvt-8sp-fwd-1-5i-202003-automatic
2447.,MG,ZS Wagon 4dr D CVT 8sp FWD 1.5i-202210,"4,821","400,000 - 405,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-d-cvt-8sp-fwd-1-5i-202210-automatic
2448.,MG,ZS Wagon 4dr Limited Edition CVT 8sp FWD 1.5i-202204,"6,147","510,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-limited-edition-cvt-8sp-fwd-1-5i-202204-automatic
2449.,MG,ZS Wagon 4dr V CVT 8sp FWD 1.5i (Sunroof)-202210,"5,424","450,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-v-cvt-8sp-fwd-1-5i-sunroof-202210-automatic
2450.,MG,ZS Wagon 4dr X Auto 4sp FWD 1.5i-201711,"3,994","315,000 - 510,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-x-auto-4sp-fwd-1-5i-201711-automatic
2451.,MG,ZS Wagon 4dr X+ CVT 8sp FWD 1.5i (Sunroof)-202003,"5,183","430,000 - 485,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-x-cvt-8sp-fwd-1-5i-sunroof-202003-automatic
2452.,MG,ZS Wagon 4dr X CVT 8sp FWD 1.5i (Sunroof)-202210,"5,545","460,000 - 465,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mg-zs-wagon-4dr-x-cvt-8sp-fwd-1-5i-sunroof-202210-automatic
2453.,MITSUBISHI,ATTRAGE GLS CVT 1.2i,"2,988","200,000 - 245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-gls-cvt-1-2i-automatic
2454.,MITSUBISHI,ATTRAGE GLS CVT 1.2i (RalliArt LTD),"3,248","250,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-gls-cvt-1-2i-ralliart-ltd-automatic
2455.,MITSUBISHI,ATTRAGE GLS LTD CVT 1.2i,"3,313","215,000 - 270,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-gls-ltd-cvt-1-2i-automatic
2456.,MITSUBISHI,ATTRAGE GLX CVT 1.2i,"2,793","215,000 - 230,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-glx-cvt-1-2i-automatic
2457.,MITSUBISHI,ATTRAGE Limited Edition CVT 1.2i (Pyreness),"3,277","265,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-limited-edition-cvt-1-2i-pyreness-automatic
2458.,MITSUBISHI,ATTRAGE Limited Edition CVT 1.2i (Titanium Grey),"3,277","265,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-limited-edition-cvt-1-2i-titanium-grey-automatic
2459.,MITSUBISHI,ATTRAGE Limited Edition CVT 1.2i (White Pearl),"3,339","270,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-limited-edition-cvt-1-2i-white-pearl-automatic
2460.,MITSUBISHI,ATTRAGE Sedan 4dr Active CVT FWD 1.2i-202109,"4,400","365,000 - 410,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-active-cvt-fwd-1-2i-202109-automatic
2461.,MITSUBISHI,ATTRAGE Sedan 4dr Active Man 5sp FWD 1.2i-202109,"4,098","340,000 - 410,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-active-man-5sp-fwd-1-2i-202109-manual
2462.,MITSUBISHI,ATTRAGE Sedan 4dr GLS CVT 6sp FWD 1.2i-201307,"2,728","210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-cvt-6sp-fwd-1-2i-201307-automatic
2463.,MITSUBISHI,ATTRAGE Sedan 4dr GLS CVT 6sp FWD 1.2i-201503,"2,858","220,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-cvt-6sp-fwd-1-2i-201503-automatic
2464.,MITSUBISHI,ATTRAGE Sedan 4dr GLS CVT FWD 1.2i-201601,"3,053","235,000 - 255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-cvt-fwd-1-2i-201601-automatic
2465.,MITSUBISHI,ATTRAGE Sedan 4dr GLS CVT FWD 1.2i-201705,"3,360","265,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-cvt-fwd-1-2i-201705-automatic
2466.,MITSUBISHI,ATTRAGE Sedan 4dr GLS CVT FWD 1.2i-201810,"3,710","300,000 - 305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-cvt-fwd-1-2i-201810-automatic
2467.,MITSUBISHI,ATTRAGE Sedan 4dr GLS CVT FWD 1.2i-201911,"4,143","335,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-cvt-fwd-1-2i-201911-automatic
2468.,MITSUBISHI,ATTRAGE Sedan 4dr GLS LTD CVT 6sp FWD 1.2i-201307,"2,923","225,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-ltd-cvt-6sp-fwd-1-2i-201307-automatic
2469.,MITSUBISHI,ATTRAGE Sedan 4dr GLS LTD CVT 6sp FWD 1.2i-201503,"3,183","245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-ltd-cvt-6sp-fwd-1-2i-201503-automatic
2470.,MITSUBISHI,ATTRAGE Sedan 4dr GLS LTD CVT FWD 1.2i-201601,"3,313","255,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-ltd-cvt-fwd-1-2i-201601-automatic
2471.,MITSUBISHI,ATTRAGE Sedan 4dr GLS LTD CVT FWD 1.2i-201705,"3,586","285,000 - 290,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-ltd-cvt-fwd-1-2i-201705-automatic
2472.,MITSUBISHI,ATTRAGE Sedan 4dr GLS LTD CVT FWD 1.2i-201810,"3,957","320,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-ltd-cvt-fwd-1-2i-201810-automatic
2473.,MITSUBISHI,ATTRAGE Sedan 4dr GLS LTD CVT FWD 1.2i-201911,"4,279","350,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-gls-ltd-cvt-fwd-1-2i-201911-automatic
2474.,MITSUBISHI,ATTRAGE Sedan 4dr GLX CVT 6sp FWD 1.2i-201307,"2,598","200,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-cvt-6sp-fwd-1-2i-201307-automatic
2475.,MITSUBISHI,ATTRAGE Sedan 4dr GLX CVT 6sp FWD 1.2i-201501,"2,728","210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-cvt-6sp-fwd-1-2i-201501-automatic
2476.,MITSUBISHI,ATTRAGE Sedan 4dr GLX CVT FWD 1.2i-201601,"2,858","220,000 - 235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-cvt-fwd-1-2i-201601-automatic
2477.,MITSUBISHI,ATTRAGE Sedan 4dr GLX CVT FWD 1.2i-201705,"3,043","240,000 - 250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-cvt-fwd-1-2i-201705-automatic
2478.,MITSUBISHI,ATTRAGE Sedan 4dr GLX CVT FWD 1.2i-201810,"3,401","275,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-cvt-fwd-1-2i-201810-automatic
2479.,MITSUBISHI,ATTRAGE Sedan 4dr GLX CVT FWD 1.2i-201911,"3,772","305,000 - 330,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-cvt-fwd-1-2i-201911-automatic
2480.,MITSUBISHI,ATTRAGE Sedan 4dr GLX Man 5sp FWD 1.2i-201601,"2,598","200,000 - 250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-man-5sp-fwd-1-2i-201601-manual
2481.,MITSUBISHI,ATTRAGE Sedan 4dr GLX Man 5sp FWD 1.2i-201705,"2,853","225,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-man-5sp-fwd-1-2i-201705-manual
2482.,MITSUBISHI,ATTRAGE Sedan 4dr GLX Man 5sp FWD 1.2i-201810,"3,153","255,000 - 290,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-man-5sp-fwd-1-2i-201810-manual
2483.,MITSUBISHI,ATTRAGE Sedan 4dr GLX Man 5sp FWD 1.2i-201911,"3,463","280,000 - 365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-man-5sp-fwd-1-2i-201911-manual
2484.,MITSUBISHI,ATTRAGE Sedan 4dr GLX Special Edition CVT FWD 1.2i-202103,"4,339","360,000 - 420,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-glx-special-edition-cvt-fwd-1-2i-202103-automatic
2485.,MITSUBISHI,ATTRAGE Sedan 4dr Smart CVT FWD 1.2i-202103,"4,701","390,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-attrage-sedan-4dr-smart-cvt-fwd-1-2i-202103-automatic
2486.,MITSUBISHI,"Delica Space Wagon Wagon 4dr 7st CVT 6sp RWD 2.0i (CBU,LST)-201507","8,639","665,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-delica-space-wagon-wagon-4dr-7st-cvt-6sp-rwd-2-0i-cbu-lst-201507-automatic
2487.,MITSUBISHI,Lancer EX CJ Sedan 4dr GT CVT 6sp FWD 2.0i-200909,-,"230,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-lancer-ex-cj-sedan-4dr-gt-cvt-6sp-fwd-2-0i-200909-automatic
2488.,MITSUBISHI,Lancer EX CJ Sedan 4dr GT CVT 6sp FWD 2.0i-201308,-,"240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-lancer-ex-cj-sedan-4dr-gt-cvt-6sp-fwd-2-0i-201308-automatic
2489.,MITSUBISHI,LANCER GLS LTD CVT 1.8i,"3,897","205,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-lancer-gls-ltd-cvt-1-8i-automatic
2490.,MITSUBISHI,LANCER GLX CVT 1.8i,"3,443","200,000 - 285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-lancer-glx-cvt-1-8i-automatic
2491.,MITSUBISHI,LANCER GT CVT 2.0i,"4,482","210,000 - 375,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-lancer-gt-cvt-2-0i-automatic
2492.,MITSUBISHI,LANCER Ralliart CVT 2.0i,-,"220,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-lancer-ralliart-cvt-2-0i-automatic
2493.,MITSUBISHI,MIRAGE GLS CVT 1.2i,"3,183","245,000 - 260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-gls-cvt-1-2i-automatic
2494.,MITSUBISHI,MIRAGE GLS LTD CVT 1.2i,"3,313","200,000 - 270,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-gls-ltd-cvt-1-2i-automatic
2495.,MITSUBISHI,MIRAGE GLX CVT 1.2i,"2,858","220,000 - 235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-glx-cvt-1-2i-automatic
2496.,MITSUBISHI,MIRAGE GLX CVT 1.2i (RalliArt LTD),"3,053","235,000 - 260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-glx-cvt-1-2i-ralliart-ltd-automatic
2497.,MITSUBISHI,MIRAGE Hatch 4dr Active CVT FWD 1.2i-202109,"4,219","350,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-active-cvt-fwd-1-2i-202109-automatic
2498.,MITSUBISHI,MIRAGE Hatch 4dr Active Man 5sp FWD 1.2i-202109,"3,917","325,000 - 395,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-active-man-5sp-fwd-1-2i-202109-manual
2499.,MITSUBISHI,MIRAGE Hatch 4dr GLS CVT FWD 1.2i-201203,"2,728","210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-cvt-fwd-1-2i-201203-automatic
2500.,MITSUBISHI,MIRAGE Hatch 4dr GLS CVT FWD 1.2i-201411,"2,728","205,000 - 210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-cvt-fwd-1-2i-201411-automatic
2501.,MITSUBISHI,MIRAGE Hatch 4dr GLS CVT FWD 1.2i-201512,"3,053","235,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-cvt-fwd-1-2i-201512-automatic
2502.,MITSUBISHI,MIRAGE Hatch 4dr GLS CVT FWD 1.2i-201705,"3,423","270,000 - 285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-cvt-fwd-1-2i-201705-automatic
2503.,MITSUBISHI,MIRAGE Hatch 4dr GLS CVT FWD 1.2i-201806,"3,648","295,000 - 300,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-cvt-fwd-1-2i-201806-automatic
2504.,MITSUBISHI,MIRAGE Hatch 4dr GLS CVT FWD 1.2i-201911,"4,038","330,000 - 380,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-cvt-fwd-1-2i-201911-automatic
2505.,MITSUBISHI,MIRAGE Hatch 4dr GLS LTD CVT FWD 1.2i-201203,-,"200,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-ltd-cvt-fwd-1-2i-201203-automatic
2506.,MITSUBISHI,MIRAGE Hatch 4dr GLS LTD CVT FWD 1.2i-201408,"2,793","210,000 - 215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-ltd-cvt-fwd-1-2i-201408-automatic
2507.,MITSUBISHI,MIRAGE Hatch 4dr GLS LTD CVT FWD 1.2i-201512,"3,183","245,000 - 275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-ltd-cvt-fwd-1-2i-201512-automatic
2508.,MITSUBISHI,MIRAGE Hatch 4dr GLS LTD CVT FWD 1.2i-201705,"3,677","290,000 - 305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-ltd-cvt-fwd-1-2i-201705-automatic
2509.,MITSUBISHI,MIRAGE Hatch 4dr GLS LTD CVT FWD 1.2i-201806,"3,895","315,000 - 320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-ltd-cvt-fwd-1-2i-201806-automatic
2510.,MITSUBISHI,MIRAGE Hatch 4dr GLS LTD CVT FWD 1.2i-201911,"4,390","355,000 - 410,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-gls-ltd-cvt-fwd-1-2i-201911-automatic
2511.,MITSUBISHI,MIRAGE Hatch 4dr GLX CVT FWD 1.2i-201512,"2,728","210,000 - 230,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-cvt-fwd-1-2i-201512-automatic
2512.,MITSUBISHI,MIRAGE Hatch 4dr GLX CVT FWD 1.2i-201705,"3,043","240,000 - 260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-cvt-fwd-1-2i-201705-automatic
2513.,MITSUBISHI,MIRAGE Hatch 4dr GLX CVT FWD 1.2i-201806,"3,215","260,000 - 270,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-cvt-fwd-1-2i-201806-automatic
2514.,MITSUBISHI,MIRAGE Hatch 4dr GLX CVT FWD 1.2i-201911,"3,648","295,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-cvt-fwd-1-2i-201911-automatic
2515.,MITSUBISHI,MIRAGE Hatch 4dr GLX Limited Edition CVT FWD 1.2i (Red Metalic/Black)-201908,"3,586","290,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-limited-edition-cvt-fwd-1-2i-red-metalic-black-201908-automatic
2516.,MITSUBISHI,MIRAGE Hatch 4dr GLX Limited Edition CVT FWD 1.2i (White Pearl/Black)-201908,"3,710","300,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-limited-edition-cvt-fwd-1-2i-white-pearl-black-201908-automatic
2517.,MITSUBISHI,MIRAGE Hatch 4dr GLX Man 5sp FWD 1.2i-201512,"2,403","205,000 - 245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-man-5sp-fwd-1-2i-201512-manual
2518.,MITSUBISHI,MIRAGE Hatch 4dr GLX Man 5sp FWD 1.2i-201705,"2,789","220,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-man-5sp-fwd-1-2i-201705-manual
2519.,MITSUBISHI,MIRAGE Hatch 4dr GLX Man 5sp FWD 1.2i-201806,"3,030","245,000 - 280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-man-5sp-fwd-1-2i-201806-manual
2520.,MITSUBISHI,MIRAGE Hatch 4dr GLX Man 5sp FWD 1.2i-201911,"3,277","265,000 - 355,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-man-5sp-fwd-1-2i-201911-manual
2521.,MITSUBISHI,MIRAGE Hatch 4dr GLX Special Edition CVT FWD 1.2i-202103,"4,158","345,000 - 365,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-special-edition-cvt-fwd-1-2i-202103-automatic
2522.,MITSUBISHI,MIRAGE Hatch 4dr GLX Special Edition CVT FWD 1.2i-202311,"5,123","425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-glx-special-edition-cvt-fwd-1-2i-202311-automatic
2523.,MITSUBISHI,MIRAGE Hatch 4dr Limited Edition CVT FWD 1.2i (Red Metallic)-201803,"3,586","290,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-limited-edition-cvt-fwd-1-2i-red-metallic-201803-automatic
2524.,MITSUBISHI,MIRAGE Hatch 4dr Limited Edition CVT FWD 1.2i (Red Metallic)-201806,"3,710","300,000 - 315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-limited-edition-cvt-fwd-1-2i-red-metallic-201806-automatic
2525.,MITSUBISHI,MIRAGE Hatch 4dr Limited Edition CVT FWD 1.2i (Titanium Grey)-201806,"3,895","315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-limited-edition-cvt-fwd-1-2i-titanium-grey-201806-automatic
2526.,MITSUBISHI,MIRAGE Hatch 4dr Limited Edition CVT FWD 1.2i (White Pearl)-201803,"3,710","300,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-limited-edition-cvt-fwd-1-2i-white-pearl-201803-automatic
2527.,MITSUBISHI,MIRAGE Hatch 4dr Limited Edition CVT FWD 1.2i (White Pearl)-201806,"3,772","305,000 - 320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-limited-edition-cvt-fwd-1-2i-white-pearl-201806-automatic
2528.,MITSUBISHI,MIRAGE Hatch 4dr Ralliart CVT FWD 1.2i-202203,"4,761","395,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-ralliart-cvt-fwd-1-2i-202203-automatic
2529.,MITSUBISHI,MIRAGE Hatch 4dr Smart CVT FWD 1.2i-202103,"4,761","395,000 - 450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-hatch-4dr-smart-cvt-fwd-1-2i-202103-automatic
2530.,MITSUBISHI,MIRAGE Limited Edition 1.2i (Titanium Grey),"3,772","305,000 - 315,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-mirage-limited-edition-1-2i-titanium-grey-automatic
2531.,MITSUBISHI,Outlander PHEV Wagon 4dr GT Auto 1sp 4WD 2.4 (PHEV)-202012,"15,368","1,275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-outlander-phev-wagon-4dr-gt-auto-1sp-4wd-2-4-phev-202012-automatic
2532.,MITSUBISHI,Outlander PHEV Wagon 4dr GT Auto 1sp 4WD 2.4i (Plug in Hybrid)-202012,"12,475","1,035,000 - 1,355,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-outlander-phev-wagon-4dr-gt-auto-1sp-4wd-2-4i-plug-in-hybrid-202012-automatic
2533.,MITSUBISHI,Outlander PHEV Wagon 4dr GT Premium Auto 1sp 4WD 2.4 (PHEV)-202012,"16,393","1,360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-outlander-phev-wagon-4dr-gt-premium-auto-1sp-4wd-2-4-phev-202012-automatic
2534.,MITSUBISHI,Outlander PHEV Wagon 4dr GT Premium Auto 1sp 4WD 2.4i (Plug in Hybrid)-202012,"13,379","1,110,000 - 1,445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-outlander-phev-wagon-4dr-gt-premium-auto-1sp-4wd-2-4i-plug-in-hybrid-202012-automatic
2535.,MITSUBISHI,PAJERO SPORT GLS 2.4i,"4,872","210,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-pajero-sport-gls-2-4i-manual
2536.,MITSUBISHI,PAJERO SPORT GLS 2.5DCT,"5,651","240,000 - 470,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-pajero-sport-gls-2-5dct-automatic
2537.,MITSUBISHI,PAJERO SPORT GLS 4WD 2.5DCT,-,"285,000 - 445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-pajero-sport-gls-4wd-2-5dct-automatic
2538.,MITSUBISHI,PAJERO SPORT GLS LTD 2.4DCT,"6,820","525,000 - 775,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-pajero-sport-gls-ltd-2-4dct-automatic
2539.,MITSUBISHI,PAJERO SPORT GT 2.5DCT,"6,431","255,000 - 525,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-pajero-sport-gt-2-5dct-automatic
2540.,MITSUBISHI,PAJERO SPORT GT 3.0i,"6,560","275,000 - 530,000",https://krungsrimarket.cjdataservice.com/usedcar/products/mitsubishi-pajero-sport-gt-3-0i-automatic
