index,brand,model,mileage,price_range,link
298.,BMW,X5 E70 3.0 d,-,"735,000 - 1,275,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-e70-3-0-d-automatic
299.,BMW,X5 F15 Wagon 4dr sDrive25d Pure Experience Steptronic 8sp RWD 2.0DTTi-201512,"18,772","1,445,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-f15-wagon-4dr-sdrive25d-pure-experience-steptronic-8sp-rwd-2-0dtti-201512-automatic
300.,BMW,X5 F15 Wagon 4dr xDrive25d Pure Experience Steptronic 8sp 4WD 2.0DTTi (CBU)-201411,"19,162","1,475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-f15-wagon-4dr-xdrive25d-pure-experience-steptronic-8sp-4wd-2-0dtti-cbu-201411-automatic
301.,BMW,X5 F15 Wagon 4dr xDrive40e Pure Experience Steptronic 8sp 4WD 2.0iTTi (Plug In Hybrid)-201709,"22,378","1,765,000 - 2,055,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-f15-wagon-4dr-xdrive40e-pure-experience-steptronic-8sp-4wd-2-0itti-plug-in-hybrid-201709-automatic
302.,BMW,"X5 F15 Wagon 4dr xDrive40e Steptronic 8sp 4WD 2.0iTTi (M Sport, Hybrid)-201612","26,958","2,180,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-f15-wagon-4dr-xdrive40e-steptronic-8sp-4wd-2-0itti-m-sport-hybrid-201612-automatic
303.,BMW,X5 G05 Wagon 4dr xDrive30d M Sport SA 8sp 4WD 3.0DTTi-202007,"32,725","2,715,000 - 3,075,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive30d-m-sport-sa-8sp-4wd-3-0dtti-202007-automatic
304.,BMW,X5 G05 Wagon 4dr xDrive30d M Sport SA 8sp 4WD 3.0DTTi-202203,"38,752","3,215,000 - 3,415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive30d-m-sport-sa-8sp-4wd-3-0dtti-202203-automatic
305.,BMW,X5 G05 Wagon 4dr xDrive30d M Sport SA 8sp 4WD 3.0DTTi-202309,"44,176","3,665,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive30d-m-sport-sa-8sp-4wd-3-0dtti-202309-automatic
306.,BMW,X5 G05 Wagon 4dr xDrive30d M Sport SA 8sp 4WD 3.0DTTi (CBU)-201903,"36,604","2,960,000 - 3,180,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive30d-m-sport-sa-8sp-4wd-3-0dtti-cbu-201903-automatic
307.,BMW,X5 G05 Wagon 4dr xDrive30d xLine SA 8sp 4WD 3.0DTTi-202011,"31,279","2,595,000 - 2,750,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive30d-xline-sa-8sp-4wd-3-0dtti-202011-automatic
308.,BMW,X5 G05 Wagon 4dr xDrive45e M Sport Steptronic 8sp 4WD 3.0TTi (PHEV)-201911,"42,308","3,510,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive45e-m-sport-steptronic-8sp-4wd-3-0tti-phev-201911-automatic
309.,BMW,X5 G05 Wagon 4dr xDrive45e M Sport Steptronic 8sp 4WD 3.0TTi (Plug In Hybrid)-201911,"33,017","2,670,000 - 3,320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive45e-m-sport-steptronic-8sp-4wd-3-0tti-plug-in-hybrid-201911-automatic
310.,BMW,X5 G05 Wagon 4dr xDrive50e M Sport Steptronic 8sp 4WD 3.0TTi (PHEV)-202309,"46,768","3,880,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-g05-wagon-4dr-xdrive50e-m-sport-steptronic-8sp-4wd-3-0tti-phev-202309-automatic
311.,BMW,X5 X DRIVE25D 2.0,"18,252","1,405,000 - 1,960,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-x-drive25d-2-0-automatic
312.,BMW,X5 X DRIVE25D 2.0 M Sport,"19,876","1,530,000 - 1,625,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-x-drive25d-2-0-m-sport-automatic
313.,BMW,X5 X DRIVE30D 3.0D,"20,656","1,485,000 - 1,665,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-x-drive30d-3-0d-automatic
314.,BMW,X5 X DRIVE40E 2.0 PLUG-IN HYBRID,"22,150","1,705,000 - 1,895,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-x-drive40e-2-0-plug-in-hybrid-automatic
315.,BMW,X5 X DRIVE40E 2.0 PLUG-IN HYBRID M Sport,"19,525","1,540,000 - 2,050,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x5-x-drive40e-2-0-plug-in-hybrid-m-sport-automatic
316.,BMW,X6 F16 30d,"29,555","2,275,000 - 2,995,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-f16-30d-automatic
317.,BMW,X6 F16 30d M Sport,"33,257","2,560,000 - 2,990,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-f16-30d-m-sport-automatic
318.,BMW,X6 F16 Wagon 4dr xDrive30d Extravagance Steptronic 8sp 4WD 3.0DTi (CBU)-201503,"30,919","2,380,000 - 2,475,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-f16-wagon-4dr-xdrive30d-extravagance-steptronic-8sp-4wd-3-0dti-cbu-201503-automatic
319.,BMW,"X6 F16 Wagon 4dr xDrive30d M Sport Steptronic 8sp 4WD 3.0DTTi (CBU, Edition)-201903","43,281","3,500,000 - 3,715,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-f16-wagon-4dr-xdrive30d-m-sport-steptronic-8sp-4wd-3-0dtti-cbu-edition-201903-automatic
320.,BMW,X6 F16 Wagon 4dr xDrive30d Steptronic 8sp 4WD 3.0DTi (CBU)-201503,"33,915","2,675,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-f16-wagon-4dr-xdrive30d-steptronic-8sp-4wd-3-0dti-cbu-201503-automatic
321.,BMW,X6 G06 Wagon 4dr xDrive30d M Sport Steptronic 8sp 4WD 3.0DTTi (CBU)-202003,"49,600","4,115,000 - 4,790,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-g06-wagon-4dr-xdrive30d-m-sport-steptronic-8sp-4wd-3-0dtti-cbu-202003-automatic
322.,BMW,X6 G06 Wagon 4dr xDrive40i M Sport Steptronic 8sp 4WD 3.0Ti-202202,"46,105","3,825,000 - 4,025,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-g06-wagon-4dr-xdrive40i-m-sport-steptronic-8sp-4wd-3-0ti-202202-automatic
323.,BMW,X6 G06 Wagon 4dr xDrive40i M Sport Steptronic 8sp 4WD 3.0Ti-202309,"51,589","4,280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x6-g06-wagon-4dr-xdrive40i-m-sport-steptronic-8sp-4wd-3-0ti-202309-automatic
324.,BMW,X7 G07 Wagon 4dr M50d 7st Steptronic 8sp 4WD 3.0DTTi (CBU)-201903,"56,698","4,585,000 - 5,465,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x7-g07-wagon-4dr-m50d-7st-steptronic-8sp-4wd-3-0dtti-cbu-201903-automatic
325.,BMW,X7 G07 Wagon 4dr xDrive30d M Sport 7st Steptronic 8sp 4WD 3.0DTTi-202102,"43,875","3,640,000 - 3,970,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x7-g07-wagon-4dr-xdrive30d-m-sport-7st-steptronic-8sp-4wd-3-0dtti-202102-automatic
326.,BMW,X7 G07 Wagon 4dr xDrive40d M Sport 7st Steptronic 8sp 4WD 3.0DTTi-202203,"51,047","4,235,000 - 4,440,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x7-g07-wagon-4dr-xdrive40d-m-sport-7st-steptronic-8sp-4wd-3-0dtti-202203-automatic
327.,BMW,X7 G07 Wagon 4dr xDrive40d M Sport 7st Steptronic 8sp 4WD 3.0DTTi-202302,"55,808","4,630,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-x7-g07-wagon-4dr-xdrive40d-m-sport-7st-steptronic-8sp-4wd-3-0dtti-202302-automatic
328.,BMW,"XM G09 Wagon 4dr 50e M Steptronic 8sp 4WD 3.0Ti (CBU, PHEV)-202310","58,400","4,845,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-xm-g09-wagon-4dr-50e-m-steptronic-8sp-4wd-3-0ti-cbu-phev-202310-automatic
329.,BMW,"XM G09 Wagon 4dr 50e Shadow Line M Steptronic 8sp 4WD 3.0Ti (CBU, PHEV)-202310","60,147","4,990,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-xm-g09-wagon-4dr-50e-shadow-line-m-steptronic-8sp-4wd-3-0ti-cbu-phev-202310-automatic
330.,BMW,"XM G09 Wagon 4dr Label Red M Steptronic 8sp 4WD 4.4TTi (CBU, PHEV)-202311","152,237","12,630,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-xm-g09-wagon-4dr-label-red-m-steptronic-8sp-4wd-4-4tti-cbu-phev-202311-automatic
331.,BMW,"XM G09 Wagon 4dr M Steptronic 8sp 4WD 4.4Ti (CBU, PHEV)-202302","124,815","10,355,000",https://krungsrimarket.cjdataservice.com/usedcar/products/bmw-xm-g09-wagon-4dr-m-steptronic-8sp-4wd-4-4ti-cbu-phev-202302-automatic
332.,CHEVROLET,CAPTIVA 2.0 LSX,"2,858","210,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-lsx-automatic
333.,CHEVROLET,CAPTIVA 2.0 LT 4WD,-,"235,000 - 255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-lt-4wd-automatic
334.,CHEVROLET,CAPTIVA 2.0 LT 4WD (MY11),-,"205,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-lt-4wd-my11-automatic
335.,CHEVROLET,CAPTIVA 2.0 LTZ4WD Auto,"4,628","365,000 - 425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-ltz4wd-auto-automatic
336.,CHEVROLET,CAPTIVA 2.0 LTZ4WD,"4,247","210,000 - 385,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-ltz4wd-automatic
337.,CHEVROLET,CAPTIVA 2.0 LTZ4WD (MY11),-,"205,000 - 215,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-ltz4wd-my11-automatic
338.,CHEVROLET,CAPTIVA 2.0 LTZ4WD (Navigator),"3,573","260,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-0-ltz4wd-navigator-automatic
339.,CHEVROLET,CAPTIVA 2.4 LSX,"2,598","200,000 - 255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-4-lsx-automatic
340.,CHEVROLET,CAPTIVA 2.4 LT,-,"210,000 - 225,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-4-lt-automatic
341.,CHEVROLET,CAPTIVA 2.4 LTZ4WD,"3,897","200,000 - 390,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-4-ltz4wd-automatic
342.,CHEVROLET,CAPTIVA 2.4 LTZ4WD (Navigator),"3,053","215,000 - 300,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-2-4-ltz4wd-navigator-automatic
343.,CHEVROLET,CAPTIVA Wagon 4dr LS 7st CVT 8sp FWD 1.5iTC-201909,"3,092","250,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ls-7st-cvt-8sp-fwd-1-5itc-201909-automatic
344.,CHEVROLET,CAPTIVA Wagon 4dr LS CVT 8sp FWD 1.5iTC-201909,"2,968","240,000 - 250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ls-cvt-8sp-fwd-1-5itc-201909-automatic
345.,CHEVROLET,CAPTIVA Wagon 4dr LT 7st CVT 8sp FWD 1.5iTC-201909,"3,463","280,000 - 305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-lt-7st-cvt-8sp-fwd-1-5itc-201909-automatic
346.,CHEVROLET,CAPTIVA Wagon 4dr LT 7st Tiptronic 6sp 4WD 2.0DCT-201111,-,"210,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-lt-7st-tiptronic-6sp-4wd-2-0dct-201111-automatic
347.,CHEVROLET,CAPTIVA Wagon 4dr LTZ 7st Auto 6sp 4WD 2.0DCT-201603,"4,287","330,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-7st-auto-6sp-4wd-2-0dct-201603-automatic
348.,CHEVROLET,CAPTIVA Wagon 4dr LTZ 7st Tiptronic 6sp 4WD 2.0DCT (Navi)-201509,"3,443","265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-7st-tiptronic-6sp-4wd-2-0dct-navi-201509-automatic
349.,CHEVROLET,CAPTIVA Wagon 4dr LTZ 7st Tiptronic 6sp 4WD 2.0DCT (Navigator)-201403,"3,248","240,000 - 250,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-7st-tiptronic-6sp-4wd-2-0dct-navigator-201403-automatic
350.,CHEVROLET,CAPTIVA Wagon 4dr LTZ 7st Tiptronic 6sp 4WD 2.4i (Navi)-201509,"2,923","225,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-7st-tiptronic-6sp-4wd-2-4i-navi-201509-automatic
351.,CHEVROLET,CAPTIVA Wagon 4dr LTZ 7st Tiptronic 6sp 4WD 2.4i (Navigator)-201403,"3,183","245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-7st-tiptronic-6sp-4wd-2-4i-navigator-201403-automatic
352.,CHEVROLET,CAPTIVA Wagon 4dr LTZ 7st Tiptronic 6sp FWD 2.0DCT-201608,"3,962","305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-7st-tiptronic-6sp-fwd-2-0dct-201608-automatic
353.,CHEVROLET,CAPTIVA Wagon 4dr LTZ SVP 7st Tiptronic 6sp 4WD 2.0DCT (Navi)-201509,"3,767","290,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-svp-7st-tiptronic-6sp-4wd-2-0dct-navi-201509-automatic
354.,CHEVROLET,CAPTIVA Wagon 4dr LTZ SVP 7st Tiptronic 6sp 4WD 2.0DCT (Navigator)-201411,"3,638","280,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-svp-7st-tiptronic-6sp-4wd-2-0dct-navigator-201411-automatic
355.,CHEVROLET,CAPTIVA Wagon 4dr LTZ SVP 7st Tiptronic 6sp 4WD 2.4i (Navi)-201509,"3,053","235,000 - 260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-svp-7st-tiptronic-6sp-4wd-2-4i-navi-201509-automatic
356.,CHEVROLET,CAPTIVA Wagon 4dr LTZ SVP 7st Tiptronic 6sp 4WD 2.4i (Navigator)-201411,-,"235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-ltz-svp-7st-tiptronic-6sp-4wd-2-4i-navigator-201411-automatic
357.,CHEVROLET,CAPTIVA Wagon 4dr Premier 7st CVT 8sp FWD 1.5iTC-201909,"4,143","335,000 - 360,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-captiva-wagon-4dr-premier-7st-cvt-8sp-fwd-1-5itc-201909-automatic
358.,CHEVROLET,COLORADO High Country 2.5DCT,"4,141","315,000 - 415,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-2-5dct-automatic
359.,CHEVROLET,COLORADO High Country 2.5DCT (Centennial Edition),"5,391","415,000 - 455,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-2-5dct-centennial-edition-automatic
360.,CHEVROLET,COLORADO High Country 4 WD 2.5DCT,"4,733","360,000 - 450,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-4-wd-2-5dct-automatic
361.,CHEVROLET,COLORADO High Country 4 WD 2.5DCT(Centennial Edition),"5,002","385,000 - 425,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-4-wd-2-5dct-centennial-edition-automatic
362.,CHEVROLET,COLORADO High Country 4WD 2.5DCT (Centennial Edition),"5,583","435,000 - 465,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-4wd-2-5dct-centennial-edition-automatic
363.,CHEVROLET,COLORADO High Country Storm 2.5DCT,"4,677","360,000 - 430,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-storm-2-5dct-automatic
364.,CHEVROLET,COLORADO High Country Storm 4WD 2.5DCT,"5,455","425,000 - 460,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-storm-4wd-2-5dct-automatic
365.,CHEVROLET,COLORADO High Country Storm,"5,196","400,000 - 430,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country-storm-automatic
366.,CHEVROLET,COLORADO High Country2.5DCT(Centennial Edition),"5,198","405,000 - 430,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-high-country2-5dct-centennial-edition-automatic
367.,CHEVROLET,COLORADO LS 2.5DCT,"2,062","200,000 - 285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ls-2-5dct-manual
368.,CHEVROLET,COLORADO LT 2.5DCT,"2,923","200,000 - 320,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-2-5dct-manual
369.,CHEVROLET,COLORADO LT Z71 2.5DCT Auto,"3,353","255,000 - 340,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-5dct-auto-automatic
370.,CHEVROLET,COLORADO LT Z71 2.5DCT (Centennial Edition),"4,417","340,000 - 380,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-5dct-centennial-edition-manual
371.,CHEVROLET,COLORADO LT Z71 2.5DCT,"2,594","200,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-5dct-manual
372.,CHEVROLET,COLORADO LT Z71 2.5DCT(SVP),"3,193","225,000 - 300,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-5dct-svp-manual
373.,CHEVROLET,COLORADO LT Z71 2.8DCT Auto,-,"200,000 - 245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-8dct-auto-automatic
374.,CHEVROLET,COLORADO LT Z71 2.8DCT,"3,126","235,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-8dct-automatic
375.,CHEVROLET,COLORADO LT Z71 2.8DCT,-,"200,000 - 240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-2-8dct-manual
376.,CHEVROLET,COLORADO LT Z71 4WD 2.5DCT,"2,794","200,000 - 260,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-4wd-2-5dct-manual
377.,CHEVROLET,COLORADO LT Z71 4WD 2.8DCT,-,"205,000 - 270,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-lt-z71-4wd-2-8dct-manual
378.,CHEVROLET,COLORADO LTZ 2.8DCT,-,"200,000 - 240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-2-8dct-manual
379.,CHEVROLET,COLORADO LTZ Z71 2.5DCT,"3,550","270,000 - 340,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-2-5dct-automatic
380.,CHEVROLET,COLORADO LTZ Z71 2.5DCT (Centennial Edition),"3,767","290,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-2-5dct-centennial-edition-manual
381.,CHEVROLET,COLORADO LTZ Z71 2.5DCT,"3,353","255,000 - 330,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-2-5dct-manual
382.,CHEVROLET,COLORADO LTZ Z71 2.8DCT,"3,459","200,000 - 335,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-2-8dct-automatic
383.,CHEVROLET,COLORADO LTZ Z71 2.8DCT,"2,927","200,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-2-8dct-manual
384.,CHEVROLET,COLORADO LTZ Z71 4WD 2.8DCT,"3,792","230,000 - 345,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-4wd-2-8dct-automatic
385.,CHEVROLET,COLORADO LTZ Z71 4WD 2.8DCT,"3,326","205,000 - 310,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-4wd-2-8dct-manual
386.,CHEVROLET,COLORADO LTZ Z71 High Country 2.8DCT,"3,658","275,000 - 370,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-high-country-2-8dct-automatic
387.,CHEVROLET,COLORADO LTZ Z71 High Country 4WD 2.8DCT,"3,925","295,000 - 390,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-ltz-z71-high-country-4wd-2-8dct-automatic
388.,CHEVROLET,COLORADO Maxx Super 3.0DCT,-,"220,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-maxx-super-3-0dct-automatic
389.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LS Man 6sp RWD 2.5DCT-201607,"2,432","220,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-ls-man-6sp-rwd-2-5dct-201607-manual
390.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Man 6sp RWD 2.5DCT-201508,"2,461","200,000 - 245,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-man-6sp-rwd-2-5dct-201508-manual
391.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Man 6sp RWD 2.5DCT-201607,"2,761","210,000 - 305,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-man-6sp-rwd-2-5dct-201607-manual
392.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT RS Man 6sp RWD 2.5DCT-201911,"3,423","270,000 - 385,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-rs-man-6sp-rwd-2-5dct-201911-manual
393.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Z71 Man 6sp 4WD 2.5DCT-201311,-,"210,000 - 240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-z71-man-6sp-4wd-2-5dct-201311-manual
394.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Z71 Man 6sp RWD 2.5DCT-201311,-,"205,000 - 235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-z71-man-6sp-rwd-2-5dct-201311-manual
395.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Z71 Man 6sp RWD 2.5DCT-201508,"2,827","215,000 - 255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-z71-man-6sp-rwd-2-5dct-201508-manual
396.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Z71 Man 6sp RWD 2.5DCT-201607,"3,401","265,000 - 290,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-z71-man-6sp-rwd-2-5dct-201607-manual
397.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LT Z71 Man 6sp RWD 2.5DCT-201803,"3,423","270,000 - 325,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-lt-z71-man-6sp-rwd-2-5dct-201803-manual
398.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LTZ Z71 Auto 6sp RWD 2.5DCT-201607,"3,930","310,000 - 385,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-ltz-z71-auto-6sp-rwd-2-5dct-201607-automatic
399.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LTZ Z71 Man 6sp 4WD 2.8DCT-201311,-,"240,000 - 285,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-ltz-z71-man-6sp-4wd-2-8dct-201311-manual
400.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LTZ Z71 Man 6sp RWD 2.5DCT-201508,"2,827","215,000 - 265,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-ltz-z71-man-6sp-rwd-2-5dct-201508-manual
401.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LTZ Z71 Man 6sp RWD 2.5DCT-201607,"3,677","290,000 - 350,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-ltz-z71-man-6sp-rwd-2-5dct-201607-manual
402.,CHEVROLET,COLORADO Pickup 2dr Ext. Cab LTZ Z71 Man 6sp RWD 2.8DCT-201311,-,"220,000 - 255,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-ext-cab-ltz-z71-man-6sp-rwd-2-8dct-201311-manual
403.,CHEVROLET,COLORADO Pickup 2dr Single Cab LS Man 6sp RWD 2.5DCT-201612,"2,663","210,000 - 240,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-single-cab-ls-man-6sp-rwd-2-5dct-201612-manual
404.,CHEVROLET,COLORADO Pickup 2dr Single Cab Man 6sp RWD 2.5DCT (SWB)-201612,"2,536","200,000 - 235,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-2dr-single-cab-man-6sp-rwd-2-5dct-swb-201612-manual
405.,CHEVROLET,COLORADO Pickup 4dr DCab 4th of July Edition Auto 6sp 4WD 2.5DCT-201907,"5,515","435,000 - 490,000",https://krungsrimarket.cjdataservice.com/usedcar/products/chevrolet-colorado-pickup-4dr-dcab-4th-of-july-edition-auto-6sp-4wd-2-5dct-201907-automatic
